row_id,id,title,description,availability,thecondition,price,link,image_link,brand,additional_image_link,age_group,color,gender,item_group_id,google_product_category,material,pattern,product_type,sale_price,shipping,shipping_weight,size,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
11,4260,"Cellar Craft Showcase: Syrah Yakima Valley Wine Kit","<div class=""description""> <p>[CSH112] <span class=""tempclass19"">(See-rah)</span> Wine &amp; Spirits magazine recently described Yakima Syrah as: ""&hellip;easily in a league with those from the northern Rhone and southern Australia&hellip; bold, rich and lively, seductively perfumed and heroically structured with a kiss of elegance."" Expect an aromatic rush of red and black fruit, hints of chocolate, coffee and licorice followed by the spiciness of black pepper in this Rattlesnake Valley Syrah. Our 2-stage oaking keeps the fruit in check and adds great structure. <span class=""tempclass19"">This 18 liter kit makes 6 gallons (30 bottles) of wine. All of the ingredients you will need are included in the kit and are pre-measured along with fool-proof directions.</span><br /><br /><strong>ABOUT CELLAR CRAFT SHOWCASE:</strong> Many of these wine kits stand apart from our other offerings and have been deemed worthy of Showcase designation. Their distinction may come from breakthrough technology, such as exclusive Crushed Grape Packs; unique regional wines or any wine which we believe reflects a new level of excellence or discovery for the wine hobbyist. The level of excellence may require extra processing steps and, while designed to be bottle-ready in as little as 6 weeks, may require lengthier cellaring time to show at their peak.<br /><br /><strong><span style=""color: #ff0000;"">SPECIAL SAVINGS: </span>Order 2 or more juices in any brand, any combination, at the same time and receive a 10% discount on both of them! Your discount will automatically be applied when the second juice is ordered.</strong></p> </div>",disabled,New,188,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,47,0,"Cellar Craft Showcase Collection: Syrah Yakima Valley","Cellar Craft Showcase Collection: Syrah Yakima Valley","Cellar Craft Showcase Collection: Syrah Yakima Valley","Cellar Craft Showcase Collection: Syrah Yakima Valley","Cellar Craft Showcase Collection: Syrah Yakima Valley"
12,4261,"Wyeast Liquid Beer Yeast: Irish Ale / 1084","<div class=""description"">(BY640-1084) This particular strain of liquid beer yeast is ideal for darker, fuller homebrewed beers where higher alcohol is important. When allowed to ferment at lower temperatures (62&deg;F. to 65&deg;F.) it will give a character profile the is clean and crisp with a hint of fruitiness. When fermented at warmer temperatures more layered flavors and esters will be added to the brew.<br /> <br /> <ul> <li>Flocculation: Medium</li> <li>Attenuation: 71-75%</li> <li>Temperature Range: 62-72F, 16-22C</li> <li>Alcohol Tolerance: approximately 12% ABV</li> </ul> <br /> <br /> <strong>About Wyeast Beer Yeast:</strong><br /> These are ""Direct Pitch Activators&trade;"" designed specifically for brewing beer at home. Each pouch contains 100% pure liquid beer yeast. Over 100 billion yeast cells are in each pouch. This is enough to easily ferment 5 gallons of homebrew. Also inside the pouch is an internal nutrient packet. This is the Wyeast Smack-Pack. By smacking and breaking open the nutrient pack within the pouch you are able to pre-start your beer yeast before adding it to your wort.</div>",available,New,8,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,1,0,"Liquid Beer Yeast: Irish Ale | Beer Making","Liquid Beer Yeast: Irish Ale | Beer Making","Liquid Beer Yeast: Irish Ale | Beer Making","Liquid Beer Yeast: Irish Ale | Beer Making","Liquid Beer Yeast: Irish Ale | Beer Making"
13,4262,"#8 Superior-Grade Straight Corks (100)","<div class=""description""> <p><span class=""tempclass19"">(STR810) These Superior Grade Straight Corks come in a package of 100 and are 7/8&rdquo; in diameter and 1-1/2&rdquo; long and are chamfered on both ends for easier insertion. These corks will fit a wine bottle that has a &frac34;&rdquo; barrel opening. E.C. Kraus recommends this size when using a funnel-shaped, plunging type corker. </span></p> </div>",available,New,34,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,1,0,"Superior-Grade Straight Corks","Superior-Grade Straight Corks","Superior-Grade Straight Corks","Superior-Grade Straight Corks","Superior-Grade Straight Corks"
14,4264,"30MM Metal Screw Caps (12)","<div class=""description""> <p><span class=""tempclass19"">This size fits many screw-type glass wine bottles. Slightly larger than the 28mm. Has a coated liner. They come 12 to the pack.<br /></span></p> </div>",available,New,6,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,0,0,"30mm Metal Wine Bottle Screw Caps - 12 ct.","30mm Metal Wine Bottle Screw Caps - 12 ct.","30mm Metal Wine Bottle Screw Caps - 12 ct.","30mm Metal Wine Bottle Screw Caps - 12 ct.","30mm Metal Wine Bottle Screw Caps - 12 ct."
15,4265,"California Connoisseur: Nebbiolo (Barolo) Wine Kit","<div class=""description""> <p><span class=""tempclass19"">[CC115] (Bar-ROE-loe) This is the perfect Barolo wine kit. It makes a rich, full-bodied red wine with velvety tannins. Flavors of ripe black fruits and spice fill the mouth. A fabulous companion for hearty beef and vegetarian stews, braised meats and Portobello mushrooms. This 7.5 liter kit makes 6 gallons (30 bottles) of wine. All of the ingredients you will need are included in the kit and are pre-measured along with fool-proof directions.<br /><br /><strong>ABOUT CALIFORNIA CONNOISSEUR:</strong> These kits are made from the finest grape concentrates California has to offer. They produce outstanding wines of distinctive character, worthy of recognition. In as little as 28 days you can create wines of impressive bouquet, flavor and structure.<br /><br /><strong><span style=""color: #ff0000;"">SPECIAL SAVINGS:<strong><span style=""color: #000000;""> Order 2 or more juices in any brand, any combination, at the same time and receive a 10% discount on both of them! Your discount will automatically be applied when the second juice is ordered.<br /></span></strong></span></strong></span></p> </div>",available,New,120,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,22,0,"Barolo Wine Kit | Free Shipping","Barolo Wine Kit | Free Shipping","Barolo Wine Kit | Free Shipping","Barolo Wine Kit | Free Shipping","Barolo Wine Kit | Free Shipping"
16,4266,"Pale Chocolate: Crisp Malt / 1 lb.","<div class=""description"">[GN291] Crisp Pale Chocolate malt is a light-roasted specialty malt. Lighter in color and milder in taste than regular chocolate malt, Pale Chocolate has the nutty malt flavor of lighter toasted grains, but also some of the heavier flavor of darker roasted malt. Small quantities can be used to add color to dark beers. Larger quantities will add strong flavor and color, excellent in porters and stouts.</div> <div class=""description""> <ul> <li>Grain Type: Roasted Malt</li> <li>Approximate Lovibond: 350 - 450</li> <li>EBC 933 - 1200</li> <li>Usage Rate up to 10%</li> <li>Origin: England</li> </ul> <p>&nbsp;</p> <p><span style=""color: #ff0000;""><strong>Special Savings:</strong></span>&nbsp;<strong>Buy 10 or more bags of malt - any type, any brand - and save 10% on them.</strong></p> </div>",available,New,2,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,1,0,"Crisp Pale Chocolate Malt | Beer Making Ingredient","Crisp Pale Chocolate Malt | Beer Making Ingredient","Crisp Pale Chocolate Malt | Beer Making Ingredient","Crisp Pale Chocolate Malt | Beer Making Ingredient","Crisp Pale Chocolate Malt | Beer Making Ingredient"
17,4267,"Size #7.5 Rubber Stopper","<div class=""description""> <p><span class=""tempclass19"">(RS075) Top diameter 1-9/16"". Bottom diameter 1-1/4"". Made of pharmaceutical-grade, tan color rubber. <br /><br /><strong>Please Make A Selection</strong><br />These rubber stoppers can be purchased both with and without holes. Please make your selection under ""Options"" above.</span></p> </div>",available,New,3,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,0,0,"Rubber Stopper | Size 7.5","Rubber Stopper | Size 7.5","Rubber Stopper | Size 7.5","Rubber Stopper | Size 7.5","Rubber Stopper | Size 7.5"
18,4270,"750 mL Green Wine Bottles | Screw Cap Finish","<div class=""description""> <p><span class=""tempclass19"">(GL275) Comes in cases of twelve bottles. You can use either our <strong><a href=""http://www.eckraus.com/28mm-metal-scw-caps-12.html"" target=""_self"">28mm Metal Screw Cap</a></strong> or our <strong><a href=""http://www.eckraus.com/28mm-poly-seal-caps-12.html"" target=""_self"">28mm Poly-Seal Screw Caps</a></strong> caps to seal them. Each case holds 2-1/2 gallons. Five of these bottles equal one gallon or each bottle equals 750 ml. Shipped only by UPS. Shipped only to the 48 adjoining states.</span></p> <p>&nbsp;</p> <p><span class=""tempclass19""><span class=""tempclass19""><strong><span style=""color: #ff0000;"">SPECIAL SAVINGS:<strong><span style=""color: #000000;""> <br /></span></strong></span></strong></span></span></p> <p><span class=""tempclass19""><span class=""tempclass19""><span class=""tempclass19""><strong><span style=""color: #ff0000;""><strong><span style=""color: #000000;"">&mdash; Order 2 or more cases save 10%!<br /></span></strong></span></strong></span></span><span class=""tempclass19""><span class=""tempclass19""><strong><span style=""color: #ff0000;""><strong><span style=""color: #000000;"">&mdash; Order 4 or more cases save 20%</span></strong></span></strong></span></span></span></p> <p><span class=""tempclass19""><span class=""tempclass19""><span style=""color: #ff0000;""><span style=""color: #000000;"">Mix and match all wine bottles for quantity pricing.<br />Discounts will apply when checking out.</span></span></span></span></p> </div>",available,New,42,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,13,0,"Green Wine Bottles | Wine Bottling Supplies","Green Wine Bottles | Wine Bottling Supplies","Green Wine Bottles | Wine Bottling Supplies","Green Wine Bottles | Wine Bottling Supplies","Green Wine Bottles | Wine Bottling Supplies"
19,4272,"Heron Bay Ultra Premium - Australian Cabernet Shiraz","<div class=""description""><p><span class=""tempclass19"">[HBU107] (Cab-air-nay/Shee-rahz) Made famous by the Australians, this full-bodied, deep-colored red wine has the wonderful aromas of blackberries, blackcurrants, vanilla and oak. It`s flavor is lush with fresh red berries and lightly toasted oak. It also has well balanced tannins that forms a soft persistent finish.<br /><br /><strong>ABOUT HERON BAY ULTRA PREMIUM KITS:</strong> These 6 week ultra premium wine kits are designed to give you a rich and complex wine drinking experience. Each kit possess a well-balanced and structured taste profile that can take advantage aging. Each kit contains a blend of varietal juices and concentrates that create a wine with distinctive flavors, aromas, and a wine which is true to its type and origin. These 16 liter kits makes 6 gallons (30 bottles) of wine. All of the ingredients you will need are included in the kit and are pre-measured along with fool-proof directions. <br /><br /><strong>SPECIAL SAVINGS:</strong> Order 2 or more juices in any brand, any combination, at the same time and receive a 10% discount on both of them! Your discount will automatically be applied when the second juice is ordered! <br /><br /><br /></span></p></div>",disabled,New,153,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,42,0,,,,,
20,4273,"Heron Bay Ultra Premium - Italian Amarone","<div class=""description""> <p><span class=""tempclass19"">[HBU103] (Ah-ma-ROE-nay) This wine has a deep, brilliant ruby red color with aromas of warm dark fruit, prunes and figs. Wonderfully rich and full-bodied with flavors of dried dark fruits, vanilla and a hint of chocolate. Long finish with well balanced tannins. <br /><br /><strong>ABOUT HERON BAY ULTRA PREMIUM KITS:</strong> These 6 week ultra premium wine kits are designed to give you a rich and complex wine drinking experience. Each kit possess a well-balanced and structured taste profile that can take advantage aging. Each kit contains a blend of varietal juices and concentrates that create a wine with distinctive flavors, aromas, and a wine which is true to its type and origin. These 16 liter kits makes 6 gallons (30 bottles) of wine. All of the ingredients you will need are included in the kit and are pre-measured along with fool-proof directions. <br /><br /><strong>SPECIAL SAVINGS:</strong> Order 2 or more juices in any brand, any combination, at the same time and receive a 10% discount on both of them! Your discount will automatically be applied when the second juice is ordered! <br /><br /><br /></span></p> </div>",disabled,New,153,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,42,0,,,,,
21,4274,"Plastic 6 Gallon Carboy with Barbed Faucet","<div class=""description"">The 6 Gallon Plastic Carboy is ideal for a secondary fermentations and bulk storage of wine or beer. It`s made of clear P.E.T. plastic, the same material used to make 2 liter bottles. Only this plastic carboy is thicker and heavier. It`s completely taste and odor free and impermeable to oxygen. That means you can use this plastic carboy to bulk store your wine as long as you like. It can easily be sealed up air-tight with either a tapered cork or rubber stopper. <br /><br /><span style=""color: #ff0000;""><strong>IMPORTANT: </strong></span>This carboy also requires a <strong><a href=""http://www.eckraus.com/catalog/product/view/id/6363/s/spigot-wrench/"" target=""_self"">Faucet Wrench</a></strong> for taking the Barbed Faucet on and off when cleaning. Please order separately. Item number <strong><a href=""http://www.eckraus.com/catalog/product/view/id/6363/s/spigot-wrench/"" target=""_self"">[PL910]</a></strong>.<br /><br /><strong>DETAILS:</strong> <ul> <li>Ideal for secondary fermentations of both wine and beer.</li> <li>Attach a hose to the barbed faucet for easy transferring.</li> <li>Faucet is positioned up away from the sediment.</li> <li>Made of heavy PET plastic.</li> <li>Completely taste and odor free.</li> <li>Completely impermeable to oxygen.</li> <li>Easy to clean inside and out.</li> <li>No side-wall ribs to collect sediment.</li> <li>Overall dimensions are 19"" tall and 11-1/4"" round.</li> <li>The neck opening can be fitted with either a:<br /><strong><a href=""http://www.eckraus.com/10-rubber-stopper.html"" target=""_self"">Size 10 Rubber Stopper</a></strong><br /><strong><a href=""http://www.eckraus.com/26-hand-select-tapered-cork.html"" target=""_self"">Size 26 Tappered Cork</a></strong><br /><strong><a href=""http://www.eckraus.com/7-rubber-cap.html"" target=""_self"">Size 7 Rubber Cap</a></strong></li> </ul> </div>",available,New,43,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,4,0,"6 Gal Plastic Carboy w/ Faucet | Wine Equipment","6 Gal Plastic Carboy w/ Faucet | Wine Equipment","6 Gal Plastic Carboy w/ Faucet | Wine Equipment","6 Gal Plastic Carboy w/ Faucet | Wine Equipment","6 Gal Plastic Carboy w/ Faucet | Wine Equipment"
22,4275,"Part: Plastic Screw Caps: Pet Bottles (Bag 25)","<div class=""description""> <p><span class=""tempclass19"">(PL549) These are the 28mm screw caps for the 1/2 liter PET Bottles. They are reusable.</span></p> </div>",available,New,5,product.html,product.html,0,product.html,product.html,product.html,product.html,0,product.html,"0000-00-00 00:00:00",product.html,physical,0,,0,0,"Plastic Screw Caps for PET Bottles | Beer Bottling Equipment","Plastic Screw Caps for PET Bottles | Beer Bottling Equipment","Plastic Screw Caps for PET Bottles | Beer Bottling Equipment","Plastic Screw Caps for PET Bottles | Beer Bottling Equipment","Plastic Screw Caps for PET Bottles | Beer Bottling Equipment"
